ID,score,COLPREP,DIS_COH,LOGDTA,LOGDTU,NSQG,NSQM,NSQU,NWF_MEDIAN,SVF,WORDLN_2
409,2,0.470703302,-0.10134527,4.208947945,1.945910149,-0.128300706,-0.206065147,0,-58.3859607,4.080440183,4.8492569
410,2,0.618935914,-0.44276611,3.204657576,2.833213344,-0.192388698,-0.154487373,0,-61.21943637,3.515855394,6.164677804
411,3,0.525290908,-0.475100461,4.021375542,2.197224577,-0.112605077,-0.077305211,0,-64.95416765,3.865178186,4.131474104
412,2,0.589238313,-0.291744729,3.52962317,2.197224577,-0.138308646,-0.20577968,0,-60.73130159,3.820764881,4.811074919
413,3,0.735043986,-0.2704233,4.209655409,2.48490665,-0.140933106,-0.14505035,-0.086172748,-57.87718004,3.915208324,5.097772277
414,2,0.615968553,-0.459086547,2.583997552,2.079441542,-0.125195304,0,0,-66.34245512,3.108615033,4.575471698
415,2,0.684038377,0.132245389,4.34120464,1.609437912,-0.182012792,-0.114108866,-0.072168784,-55.7436399,3.351742434,5.6796875
416,4,0.588824887,-0.111018068,4.373057965,1.945910149,-0.121824666,-0.185024956,-0.084895272,-57.31527495,4.429700721,5.041441441
417,2,0.732382335,0.0520914,3.48343548,1.945910149,-0.143741344,-0.132453236,-0.093658581,-64.0254566,3.761728374,4.149122807
418,3,0.608513918,-0.642060066,4.048882188,2.197224577,-0.136498911,-0.044022545,-0.044022545,-68.08117606,3.17421866,4.065891473
419,3,0.616591398,-0.587605228,3.875819957,2.197224577,-0.111189285,-0.067884423,-0.067884423,-66.24908868,3.541248056,4.082949309
420,2,0.659913576,0.094784116,4.063885355,2.302585093,-0.104783081,-0.082902667,-0.071795816,-55.69186752,3.518027553,5.276632302
421,2,0.522606888,-0.168117158,3.810359352,1.791759469,-0.184557387,-0.171814712,-0.085907356,-66.84093895,2.539472578,4.243542435
422,4,0.636668965,-0.301039159,4.613705088,1.945910149,-0.141917101,-0.092187763,-0.075270993,-63.60371897,3.589393316,4.242209632
423,1,0.553546122,0.945094052,3.886238888,2.397895273,-0.138223548,-0.188275758,-0.096583426,-59.63556267,4.006759813,5.072761194
424,2,0.693580155,0.454747,3.777856491,2.890371758,-0.153004816,-0.106938451,-0.118224906,-55.90444865,3.955927596,4.881829733
425,2,0.513661984,-1.656199309,3.448398983,2.995732274,-0.11208159,-0.232495277,-0.112776775,-68.1357596,3.096512556,3.918918919
426,4,0.601904075,-0.990322312,4.300680995,2.079441542,-0.140548202,-0.082338697,-0.092057462,-65.6744631,3.67463404,4.252542373
427,3,0.539483767,-0.880268286,4.179866736,2.63905733,-0.139850235,-0.144100754,-0.080977633,-57.38397755,4.222311668,4.595628415
428,2,0.426857143,0.01687374,3.96081317,1.386294361,-0.217750524,-0.207019668,-0.138013112,-60.09991888,3.04199397,4.861904762
429,2,0.567967742,-0.066399652,3.688879454,1.945910149,-0.134872652,-0.179284291,-0.05976143,-57.87718004,4.136552222,4.942857143
430,3,0.648951853,0.007477825,4.130355,2.302585093,-0.133726824,-0.080192694,-0.155292484,-57.9899521,3.497631217,4.979099678
431,2,0.537328659,-1.308515631,3.914876074,2.63905733,-0.123672031,-0.092450033,-0.092450033,-67.89197585,3.746933631,3.856125356
432,2,0.565106172,0.265611338,4.326337729,2.48490665,-0.124336676,-0.087802341,-0.093864651,-61.23475864,4.484936946,4.807268722
433,2,0.630212564,-0.308005864,4.017669195,2.63905733,-0.156218896,-0.13885318,-0.087818462,-62.16423041,4.443985784,5.186375321
434,2,0.626611026,-0.750763249,4.249922794,2.302585093,-0.130873718,-0.188847394,-0.084455122,-58.21872443,4.459011975,4.691868759
435,2,0.497591398,0.277013701,2.740840024,1.791759469,-0.215426635,0,0,-63.59775053,2.861050295,4.559139785
436,3,0.571856685,-0.129662392,3.306886702,2.302585093,-0.145572791,0,0,-63.18419437,3.233162208,4.509157509
437,3,0.587637198,0.583960701,4.413471467,2.197224577,-0.148628661,-0.146745768,-0.097063202,-56.17521569,4.477101353,5.908479139
438,1,0.553304938,-0.563376935,3.823191792,2.772588722,-0.146806758,-0.152394369,-0.104541675,-60.68586219,4.191139605,4.908469945
439,2,0.649747899,-0.014831306,3.372209845,2.63905733,-0.120754448,-0.085749293,-0.099014754,-62.31973036,3.747398571,4.669117647
440,3,0.583342703,-0.206097151,4.158883083,2.397895273,-0.15213314,-0.150755672,-0.053300179,-57.49024983,4.321262399,5.366477273
441,1,0.577206687,-0.182054764,3.880770462,2.564949357,-0.161646346,-0.225374468,-0.069006556,-61.12002569,3.528601764,4.676190476
442,2,0.642222222,-0.386111444,4.276666119,1.609437912,-0.140054195,-0.052704628,-0.074535599,-61.88277985,3.55759055,4.394444444
443,1,0.742983871,-0.027672082,3.790662148,1.945910149,-0.123108747,0,0,-65.43526042,3.287751123,4.525806452
444,2,0.556529279,-0.244181666,3.898599985,1.791759469,-0.136350194,-0.082199494,-0.058123819,-55.86794433,3.947557488,5.172297297
445,2,0.555028067,0.158659402,3.677450758,2.397895273,-0.158390405,-0.185695338,-0.135612701,-56.95942694,3.776310706,5.03908046
446,3,0.414075397,0.040993836,3.919991175,1.609437912,-0.140943817,-0.089087081,0,-60.80518114,3.379965065,4.658730159
447,2,0.632310174,-0.178267355,3.433987204,1.791759469,-0.174556311,-0.146647115,-0.103695169,-54.8456758,3.61541004,4.752688172
448,3,0.650515124,-0.110187683,4.224841051,2.397895273,-0.134768488,-0.109398744,-0.126322788,-55.7214882,3.843223373,5.355053191
449,2,0.727344828,0.261062061,3.590439381,2.079441542,-0.138840585,-0.155363867,-0.058722022,-52.89310996,3.783801593,5.537931034
450,4,0.530282994,-0.890134869,3.855045571,2.564949357,-0.127871077,-0.080713431,0,-61.83300172,3.750040437,4.781758958
451,2,0.615608205,-0.698006497,4.378896742,2.079441542,-0.15261223,-0.104746297,-0.039590379,-57.195633,4.402313951,4.985893417
452,3,0.667661757,-0.951013229,4.287028906,2.079441542,-0.145999463,-0.252138619,-0.082902667,-64.12579157,3.839579482,4.534364261
453,2,0.715026035,-0.093102007,4.02151782,2.63905733,-0.136561319,-0.13858624,-0.080012803,-57.195633,3.768166862,5.067861716
454,1,0.763377049,-0.212534757,2.858110896,1.945910149,-0.184855614,-0.221766381,-0.090535746,-57.90167658,3.333869093,4.655737705
455,4,0.626274816,0.496622051,3.616905954,2.890371758,-0.15266298,-0.177040345,-0.03863337,-54.00878464,3.403953445,5.780597015
456,2,0.56923961,-1.656105473,4.343805422,2.48490665,-0.156047105,-0.161164593,-0.087038828,-65.14950257,4.373486737,4.751082251
457,2,0.601534591,-0.188750864,4.193435465,1.386294361,-0.132332771,-0.137360564,-0.061429512,-58.88320678,3.658201385,4.290566038
458,1,0.708697712,-0.284025949,3.883035469,1.945910149,-0.148602801,-0.108465229,-0.054232614,-63.92106217,3.549501944,4.282352941
459,4,0.613861836,-1.199359502,4.173104396,2.48490665,-0.110442822,-0.06205716,-0.080115449,-62.88213615,3.213145547,4.38254172
460,2,0.532534483,0.272930477,4.147454388,2.397895273,-0.169668434,-0.177789751,-0.065653216,-58.21676616,3.686493816,5.04454023
461,4,0.516423026,0.235863485,3.906004933,2.302585093,-0.131067995,-0.118678166,-0.077693097,-63.92855585,3.501462451,4.672032193
462,3,0.633284598,-0.866032659,4.069975971,2.197224577,-0.13870911,-0.06160411,-0.097404651,-64.38975263,3.707036598,4.388994307
463,2,0.515972603,-0.176503609,3.278858529,2.397895273,-0.185624385,-0.226649207,-0.165521178,-57.69623599,4.079032655,5.561643836
464,3,0.563212121,-0.189456937,4.412798293,2.302585093,-0.120967808,-0.184226475,-0.077849894,-55.84664282,3.99833632,4.928484848
465,4,0.623333582,-0.798065539,4.342722585,2.48490665,-0.131135498,-0.098746203,-0.073601074,-56.52092219,4.691020812,5.114842904
466,2,0.715064626,-0.491301877,3.604138226,2.079441542,-0.141305901,-0.101015254,0,-68.11675202,2.437004631,3.911564626
467,2,0.666162914,0.566625689,4.352426165,2.197224577,-0.15913833,-0.151293895,-0.037823474,-55.25264441,3.461248271,5.566523605
468,1,0.560565035,0.125098555,3.171085161,1.791759469,-0.189815296,0,-0.083624201,-66.21806227,3.311394922,4.496503497
469,3,0.706383314,-1.065527826,4.273574926,2.197224577,-0.118476726,-0.039344474,-0.039344474,-66.46240451,4.076774013,4.092879257
470,4,0.64483234,-1.238194793,5.895779297,0.693147181,-0.083834772,-0.157350833,-0.037087947,-67.4175695,3.399167713,4.066024759
471,4,0.569529908,-0.136107941,3.748598689,2.564949357,-0.140086469,-0.159255514,-0.112610654,-57.14763528,4.571775823,4.96557971
472,3,0.74906926,-0.506810924,4.037186148,2.48490665,-0.114855862,-0.093933644,-0.085749293,-57.58534816,4.070673878,5.022058824
473,2,0.553347158,-0.605724518,3.588137884,1.791759469,-0.19960446,-0.325562257,-0.067884423,-62.45137756,3.588018401,4.958525346
474,2,0.433330211,-0.575106646,3.928552307,1.791759469,-0.125715105,-0.114519667,-0.099176941,-60.71906517,3.19269499,4.642622951
475,2,0.687549532,-0.790916795,3.77706202,2.772588722,-0.107703498,-0.084575858,-0.075646947,-60.73625481,4.224672492,4.605150215
476,2,0.731302564,-0.452820472,3.54577861,1.098612289,-0.138208926,0,0,-56.52092219,3.416912477,5.192307692
477,1,0.554349885,0.258706614,3.772760938,2.079441542,-0.156619082,-0.092847669,-0.141827157,-60.16611537,3.366833256,4.747126437
478,2,0.581293762,0.525797557,3.542166325,3.17805383,-0.160935391,-0.208388613,-0.098235334,-56.81215044,4.009047839,5.006031363
479,3,0.594061136,-0.744458067,3.832258037,2.48490665,-0.102675009,-0.084971858,-0.042485929,-67.6711217,3.175374282,3.841155235
480,2,0.64200867,-0.404374763,4.065134184,2.397895273,-0.142901616,-0.130998803,-0.039497625,-65.41760774,3.507122445,4.322932917
481,2,0.532291451,-0.26595177,4.1640779,1.791759469,-0.132880139,-0.05089866,0,-67.92546235,3.005604804,4.025906736
482,2,0.594848914,-1.684974464,4.363098625,2.48490665,-0.120412878,-0.092155136,-0.092155136,-61.91009283,4.265142554,4.442675159
483,2,0.684378066,0.390665486,4.566948973,1.386294361,-0.143839129,-0.101929438,-0.072074997,-57.71715473,3.80382432,4.919480519
484,1,0.459414141,-0.560621401,3.583518938,2.302585093,-0.124622734,-0.129099445,-0.105409255,-67.89197585,2.890355809,3.988888889
485,3,0.59469424,-1.222759759,4.461588458,2.079441542,-0.126471166,-0.084941199,-0.037986859,-66.89979234,3.289906894,3.911976912
486,2,0.74621244,0.082705041,4.348986781,1.609437912,-0.129878878,-0.176090181,-0.124514561,-56.23192999,2.974098996,4.687338501
487,3,0.524368208,-0.131747063,3.667217957,1.945910149,-0.15779681,-0.060412209,0,-61.88277985,3.96928763,4.591240876
488,2,0.640482391,0.205011383,3.85922482,2.63905733,-0.137842756,-0.122720173,0,-63.18662247,3.305341301,4.781626506
489,2,0.806945022,0.144792898,3.650658241,1.791759469,-0.136046761,-0.065795169,0,-60.67998366,3.104025571,4.705627706
490,4,0.587403829,-0.728364317,4.232293267,2.079441542,-0.117958927,-0.073787845,-0.060247523,-60.58973737,3.172410414,4.696914701
491,0,0.519885709,-0.207769116,4.069026754,2.079441542,-0.136254359,-0.080064077,-0.046225016,-63.51046403,3.014926578,4.594017094
492,3,0.58127853,-0.840635437,4.674696249,1.609437912,-0.140029843,-0.096583426,-0.086386843,-62.49070432,3.996307277,4.673507463
493,3,0.688653099,-0.004175362,4.137829674,1.098612289,-0.175625012,-0.145864991,0,-61.91009283,3.942192018,5.037234043
494,3,0.579824707,-0.365101263,3.919991175,1.609437912,-0.158415042,-0.178174161,0,-57.13777281,3.439190809,5.511904762
495,2,0.633911058,-1.346466808,3.855933539,2.397895273,-0.15468544,-0.180810143,-0.062017367,-68.32588789,2.96177844,4.140384615
496,2,0.678821903,0.23289925,3.811097087,1.609437912,-0.150512923,-0.066519011,0,-59.93372515,3.27137193,4.805309735
497,4,0.750643874,-0.00314927,4.149463861,2.302585093,-0.083158297,-0.068788525,-0.056165596,-57.36194385,3.904263093,4.938485804
498,2,0.510450768,-0.902583286,4.440509928,2.397895273,-0.133489125,-0.118040449,-0.092598547,-61.73558345,4.411913514,4.578778135
499,2,0.497683003,-0.03627162,3.718977485,2.197224577,-0.161430294,-0.179847195,-0.155752239,-67.93594937,3.354565008,3.555256065
500,3,0.68432222,-0.735596953,3.881563798,2.48490665,-0.132301713,-0.10966992,-0.041451334,-66.21450983,3.782067148,4.39347079
501,2,0.553787586,-0.211532083,3.723970774,1.945910149,-0.143579188,-0.058722022,-0.08304548,-66.14725803,3.380220974,4.424137931
502,1,0.182787879,-0.947996667,2.803360381,1.386294361,-0.235889323,-0.275240941,-0.174077656,-60.87083488,1.775026891,5
503,3,0.618341313,-0.057741156,3.877135746,1.945910149,-0.155410044,0,-0.076923077,-60.67747838,3.558950093,4.704142012
504,3,0.669368966,-0.092601123,3.590439381,2.48490665,-0.119163413,-0.107211253,-0.08304548,-59.4919571,3.723278345,4.793103448
505,2,0.492948009,-0.356208512,4.167772031,1.945910149,-0.149667754,-0.133038021,-0.156000908,-61.59255292,3.82803444,4.517699115
506,3,0.637800386,-0.346051324,4.378896742,2.48490665,-0.141573308,-0.140903192,-0.055989251,-57.19679009,4.381215806,5.171368861
507,3,0.589375408,-0.235721052,3.811097087,1.609437912,-0.139991876,-0.175992759,-0.115214306,-55.28452041,3.407001882,5.137168142
508,2,0.535402778,-1.251698526,4.063572904,2.397895273,-0.136176594,-0.131101106,0,-68.04043835,3.622321774,3.7453125
509,2,0.5836487,-0.149122124,3.634071218,2.708050201,-0.114013485,-0.102778306,-0.083918136,-58.50970827,3.499343086,4.48415493
510,2,0.652402828,-0.558390963,3.726496318,2.708050201,-0.12730566,-0.138786301,-0.06939315,-61.54027437,4.156510182,4.46388443
511,4,0.498726106,-0.755324092,4.715518243,1.791759469,-0.138738569,-0.177040345,-0.054635836,-60.59614655,3.594856014,4.589552239
512,2,0.596712551,-0.37937394,2.995732274,2.564949357,-0.204300686,-0.30382181,-0.087705802,-60.47759861,3.922470695,4.965384615
513,2,0.739074687,0.218035195,4.128924896,2.197224577,-0.152312115,-0.094575598,-0.042295493,-59.3004708,4.387889201,5.103756708
514,2,0.618538208,-1.367855439,4.732903552,2.079441542,-0.149614486,-0.132671625,-0.033167906,-64.80902574,3.915931787,4.434543454
515,2,0.604367127,-0.59814481,4.244200318,2.302585093,-0.100528847,-0.037877701,-0.037877701,-60.4302348,3.787178427,4.764705882
516,3,0.55812166,-0.366236502,3.468572784,2.397895273,-0.119007859,-0.150541986,-0.106449259,-56.15565504,2.642183938,5.011331445
517,2,0.440721831,-0.281356082,3.792676248,2.079441542,-0.112924508,-0.053074489,0,-61.19247241,3.811293145,4.571830986
518,2,0.660925466,0.141271005,3.605497845,2.302585093,-0.125856324,-0.052128604,-0.073720978,-56.90808854,3.996498683,4.980978261
519,2,0.610281249,-0.242848186,4.097118489,2.48490665,-0.156320207,-0.144137515,-0.128920513,-55.99178256,4.582512778,5.418282548
520,4,0.696154201,-0.44504056,4.146016573,2.397895273,-0.135394477,-0.084818893,-0.065700432,-58.48366383,4.110096305,4.958273381
521,1,0.489361965,-0.578281227,4.414816457,1.791759469,-0.12723586,-0.109985336,-0.044901326,-64.16266917,3.187951405,4.284274194
522,3,0.639736729,-0.682615728,4.001254139,2.48490665,-0.139540734,-0.087303787,-0.055215763,-62.86815777,4.029218159,4.567073171
523,3,0.591942275,-0.883906796,4.752357905,1.945910149,-0.100061698,-0.078518967,-0.092904894,-61.1954493,3.597897533,4.670776819
524,4,0.604536338,-0.145615377,3.936018511,2.63905733,-0.145302732,-0.139734756,-0.083507489,-61.79839163,4.255574941,4.548117155
525,1,0.613007092,-0.013147323,3.562465529,2.079441542,-0.151423838,-0.103142125,-0.119098267,-59.1978181,3.727595606,4.585106383
526,2,0.529993035,-0.734232888,3.693866996,1.609437912,-0.175255922,-0.186616909,-0.099750934,-62.42820967,3.143385677,4.497512438
527,1,0.586018162,-0.771806918,3.435452406,3.091042453,-0.166904562,-0.223115174,-0.076527873,-58.74814222,4.071342116,4.43045388
528,2,0.612536842,0.115380544,4.33073334,2.302585093,-0.110903619,-0.188484259,-0.051298918,-63.7772579,3.224960925,4.272368421
529,3,0.701130535,0.171798134,4.157680437,2.564949357,-0.114506028,-0.069379231,-0.091780096,-59.34831734,3.841642351,4.866425993
530,2,0.303545679,-0.028268508,3.701301974,0.693147181,-0.210178893,-0.19245009,0,-67.47498875,1.998132933,3.913580247
531,2,0.563409006,-0.569880347,3.688879454,2.564949357,-0.12703043,-0.075955453,-0.087705802,-66.84093895,2.999311471,4.184615385
532,4,0.65561343,-0.336354103,4.100989105,2.302585093,-0.122140597,-0.177361083,-0.070476148,-57.25843934,4.625941475,5.081125828
533,2,0.497380823,-0.336388065,3.416235259,2.397895273,-0.164628904,-0.077266741,-0.094632045,-61.21033943,3.766558287,4.480597015
534,2,0.716235372,-0.307924991,3.850147602,2.48490665,-0.17218944,-0.173614066,-0.119098267,-61.59255292,3.970228668,4.937943262
535,2,0.652568006,-0.880442416,4.061878761,2.48490665,-0.125476194,-0.09278104,-0.09278104,-61.38434447,3.507089007,4.361549498
536,2,0.617235577,-0.065896292,3.614771482,1.945910149,-0.19103046,-0.186052102,-0.107417231,-64.20622881,2.878920333,4.511538462
537,1,0.627685874,-0.156165919,3.343419581,2.944438979,-0.174595412,-0.215565307,-0.074674013,-58.30534709,4.208823205,4.910780669
538,1,0.586314082,-0.150047224,3.629660094,2.302585093,-0.221226572,-0.236014656,-0.145671408,-64.13879481,3.494653319,5.671087533
539,3,0.526387278,0.970822856,4.031286426,2.48490665,-0.163822581,-0.108785659,-0.086002615,-56.85053464,3.875009484,5.798816568
540,2,0.57165937,-0.442475227,4.004021924,2.397895273,-0.169885974,-0.122169444,-0.040723148,-60.39778517,4.156135054,5.023217247
541,2,0.60762963,0.881356977,3.826465117,2.302585093,-0.104200599,-0.147602481,-0.104370715,-57.1547447,4.115843024,4.954248366
542,2,0.494651062,0.234252713,3.906004933,2.302585093,-0.120931086,-0.109874631,-0.100301357,-57.56272032,4.327269726,5.070422535
543,3,0.653494043,-0.126696336,4.281285065,2.48490665,-0.14083226,-0.067884423,-0.048001536,-59.47070591,4.492669183,4.804147465
544,3,0.461726297,-0.680020734,4.02356438,2.302585093,-0.133166779,-0.103602377,-0.073257944,-65.00479899,2.490832523,4.175313059
545,2,0.601264531,0.485063859,3.586041008,2.397895273,-0.155009202,-0.100377123,-0.166456627,-57.1547447,3.616203899,5.062972292
546,3,0.711133082,-0.506708764,3.669951444,2.48490665,-0.113531338,-0.046077568,0,-65.25801132,3.376691372,4.074309979
547,2,0.702593427,-0.585833573,4.039536326,2.302585093,-0.126081593,-0.118678166,-0.072675237,-63.18453044,3.896239078,4.669014085
548,1,0.555035897,-0.065102914,3.663561646,1.386294361,-0.170985695,-0.265542502,-0.113227703,-63.96401398,3.226768302,4.615384615
549,2,0.363909762,-0.435275316,3.970291914,1.791759469,-0.121143051,-0.097128586,-0.056077215,-65.20250471,3.166635334,4.449685535
550,4,0.623787929,-1.295879458,4.090490993,2.564949357,-0.130470606,-0.080218492,-0.050734629,-67.68448143,3.662201403,4.063063063
551,2,0.570929508,-0.480781425,4.007333185,2.197224577,-0.112101641,-0.100503782,-0.063564173,-63.12071494,3.34730778,4.567676768
552,2,0.539076976,-0.6013877,4.816241156,1.791759469,-0.114917438,-0.127256953,-0.08214401,-61.00065363,4.1277013,4.363022942
553,2,0.623650294,0.272347816,3.952990444,2.397895273,-0.129977232,-0.072357461,-0.102328902,-58.32361252,3.682720456,5.322862129
554,2,0.485655941,0.384757296,3.228826156,2.079441542,-0.151790994,0,0,-63.81311711,2.330360049,4.762376238
555,2,0.610403888,0.2601381,4.019381524,2.708050201,-0.179833144,-0.165966594,-0.077382323,-60.16611537,4.356630558,5.281437126
556,2,0.515171469,-0.682820592,4.177180568,2.397895273,-0.142741688,-0.098807393,-0.064684623,-61.48786611,4.020120827,4.422594142
557,4,0.616537326,0.424832527,4.095732487,2.48490665,-0.1341475,-0.064504943,0,-58.56462767,4.216251785,4.651872399
558,2,0.636821281,-0.239950895,3.669951444,2.079441542,-0.184707903,-0.138232703,-0.056433265,-63.63428706,3.662290993,4.668789809
559,1,0.61875,0.088510343,3.324236341,2.197224577,-0.194266091,-0.089442719,-0.063245553,-61.89822168,3.20974666,4.636
560,3,0.723205714,-0.58673541,4.376328614,2.397895273,-0.150534204,-0.135224681,-0.058554004,-58.50597279,3.821118484,5.16
561,2,0.585986395,-0.82673161,4.201975226,2.397895273,-0.12840803,-0.104328106,-0.110656667,-62.59545407,4.155518221,4.614965986
562,2,0.563124478,-0.418881775,3.644737561,2.397895273,-0.121526624,-0.154119983,-0.048737018,-62.84267133,3.624334185,4.7695962
563,2,0.52063172,-0.103168173,4.207673248,2.302585093,-0.143083132,-0.176776695,0,-60.22594568,4.007867555,4.855654762
564,3,0.558455667,-0.629168803,4.369447852,2.397895273,-0.122954671,-0.095947819,-0.033922677,-61.21033943,4.288079459,4.616800921
565,2,0.653734726,-0.573175722,4.147885329,2.302585093,-0.130540084,-0.131824001,-0.039746432,-61.88277985,3.437313781,4.426540284
566,3,0.594403173,-0.822018202,4.590056548,2.079441542,-0.107135247,-0.146879556,-0.079656623,-62.34800967,4.10380154,4.473350254
567,0,0.552615385,-0.674140641,2.970414466,0.693147181,-0.068883409,0,0,-61.92407475,2.318093024,4.128205128
568,2,0.705903246,-1.476809508,4.07146578,2.63905733,-0.131691289,-0.135168051,-0.07803931,-57.66605359,4.218377192,5.123020706
569,2,0.534031718,-0.06262716,3.479039868,1.945910149,-0.161103172,-0.148413044,0,-57.58605339,4.006689928,4.559471366
570,2,0.607521021,0.198509338,4.239886868,2.302585093,-0.138144424,-0.131495499,-0.075918962,-60.16611537,3.886515284,5.425072046
571,2,0.537200711,-0.210367604,4.237723145,2.079441542,-0.125264782,-0.095001425,0,-60.03600844,3.57898651,4.911552347
572,2,0.522121212,0.013423607,3.314186005,1.386294361,-0.186818018,-0.233549683,0,-56.21810637,2.812431855,5.3
573,2,0.698801307,-1.035160549,3.635390769,2.48490665,-0.124007078,-0.046880723,-0.046880723,-65.00479899,3.257637276,4.167032967
574,2,0.593366211,-1.331823049,4.285465673,2.397895273,-0.122887761,-0.141509828,0,-61.48786611,4.350983123,4.683354193
575,2,0.579639098,-0.034268602,4.248495242,1.386294361,-0.127383754,-0.223606798,-0.103509834,-60.71906517,3.385903397,4.785714286
576,4,0.673538762,0.510136413,4.121743536,2.48490665,-0.134240547,-0.103975049,-0.036760731,-56.58754543,4.129039281,5.305405405
577,2,0.640374171,-0.206557982,3.172831886,2.079441542,-0.153422278,-0.125326798,-0.1617962,-58.41647786,2.312655466,5.261780105
578,1,0.559333333,0.148352459,3.355735008,1.098612289,-0.216648226,-0.15249857,0,-55.11143014,2.861758002,5.174418605
579,2,0.670607246,0.043508109,3.674490717,1.945910149,-0.14569475,-0.147441956,-0.060192927,-56.05926509,4.364601961,5.217391304
580,3,0.666210568,-0.881995171,4.327805081,2.197224577,-0.134467981,-0.12108987,-0.085623468,-67.60034473,3.425399768,4.092375367
581,3,0.549442521,-0.839924851,3.524397815,2.708050201,-0.130368964,-0.159813251,0,-61.1234485,3.898626381,4.99410609
582,3,0.451410651,-0.460887614,4.262679877,1.386294361,-0.16744545,-0.145350475,-0.083918136,-62.17429863,3.663034058,4.450704225
583,1,0.458187831,-0.561602131,3.737669618,2.197224577,-0.140309824,-0.170588772,-0.072739297,-60.39252262,4.130266883,4.706349206
584,3,0.566337662,-1.593563846,4.502029427,2.302585093,-0.112117078,-0.088093883,-0.105292329,-61.84333807,3.974701819,4.65631929
585,2,0.63234668,0.217676097,4.011365449,2.197224577,-0.21378534,-0.195523339,-0.089712261,-60.8609388,4.117926803,5.716297787
586,1,0.521550725,-0.594107362,2.730029108,1.098612289,-0.238358578,-0.294883912,0,-59.50149481,2.616305364,5.02173913
587,3,0.500224448,0.07709752,4.295015258,2.197224577,-0.12129264,-0.095346259,-0.087038828,-63.51197378,3.663291294,4.407575758
588,4,0.651211214,-0.535410216,4.341441355,2.397895273,-0.107390823,-0.068802092,-0.091016612,-57.62881177,4.547948706,4.959763314
589,2,0.628186323,-0.441797131,4.613882127,2.079441542,-0.138709908,-0.140806669,-0.086226123,-60.09991888,4.312922889,5.109045849
590,2,0.448583255,-1.449560199,4.104894773,2.397895273,-0.129659872,-0.13413055,-0.086580898,-61.34047733,3.861817183,4.653673163
591,0,0.62214539,-0.22946225,3.157000421,1.791759469,-0.171356241,-0.119098267,0,-60.71906517,3.107450109,4.716312057
592,3,0.659642492,-0.00188108,4.418840608,2.397895273,-0.151317385,-0.099285509,-0.046803638,-59.09018715,4.173494766,4.853231106
593,2,0.626311021,-0.496739015,3.90197267,2.302585093,-0.131642219,-0.127128345,-0.127128345,-56.17521569,4.112397951,5.096969697
594,0,0.598761905,-0.380985172,2.233592222,1.098612289,-0.318770735,-0.267261242,0,-53.54719037,2.513537832,5.071428571
595,2,0.493750367,-0.215558084,4.278978259,1.791759469,-0.138167076,-0.1664741,-0.08323705,-61.18373778,4.044523997,4.602771363
596,4,0.654712128,-0.788499151,4.586242176,2.079441542,-0.10826352,-0.050475447,-0.050475447,-61.10531179,4.32800966,4.689171975
597,3,0.582187202,-0.371477698,3.547525336,2.397895273,-0.166921965,-0.144714921,-0.11440719,-57.1367954,3.265885089,5.332460733
598,2,0.592197248,-0.301521938,3.305053521,2.079441542,-0.15019433,-0.165900379,-0.117309283,-65.02913682,2.922876459,4.151376147
599,2,0.56669392,-0.401620027,3.970291914,1.098612289,-0.176302408,0,0,-59.95241879,2.651545603,4.58490566
600,2,0.670720862,-0.067498758,3.680511204,1.791759469,-0.141182748,-0.09166985,-0.064820372,-59.43566884,3.460358035,5.012605042
601,3,0.642830476,-1.069208198,4.175784894,2.397895273,-0.147402724,-0.112115264,-0.052851642,-61.12002569,3.49749915,4.856145251
602,2,0.669549258,0.459129121,3.853415578,2.564949357,-0.119390322,-0.090313935,-0.090313935,-55.82505265,4.388814014,5.592169657
603,2,0.56593956,-0.951195614,4.094344562,2.564949357,-0.108935111,-0.151910905,-0.050636968,-64.79315833,3.623425997,4.470512821
604,4,0.645715395,-0.70036238,3.713572067,2.833213344,-0.140778182,-0.084697114,-0.065606103,-66.06225996,3.952936357,4.216642755
605,2,0.647580843,-1.372123132,3.52763848,3.135494216,-0.120416401,-0.107211253,-0.035737084,-65.01940368,3.695298757,4.121328225
606,1,0.615516026,-0.483527517,3.32708941,1.945910149,-0.215614797,-0.143222975,-0.071611487,-66.49892318,2.629104479,4.194871795
607,2,0.74693609,-0.094392497,3.098589659,1.791759469,-0.183548496,-0.193891684,-0.122627868,-56.16321525,3.53599707,5.714285714
608,3,0.601967905,-0.962751301,4.300680995,2.079441542,-0.140661541,-0.082338697,-0.092057462,-65.24291885,3.709442437,4.255932203
609,2,0.625116987,-0.340600752,4.02023659,2.63905733,-0.154360516,-0.156073618,-0.094733093,-62.49070432,4.363421228,5.178205128
610,2,0.497591398,0.277013701,2.740840024,1.791759469,-0.215426635,0,0,-63.59775053,2.861050295,4.559139785
611,3,0.69277506,-0.034781334,4.140485718,2.48490665,-0.116951373,-0.081432793,-0.05150262,-57.793957,3.991128736,4.896551724
612,2,0.742983871,-0.027672082,3.790662148,1.945910149,-0.123108747,0,0,-65.43526042,3.287751123,4.525806452
613,2,0.667661757,-0.951013229,4.287028906,2.079441542,-0.145999463,-0.252138619,-0.082902667,-64.12579157,3.839579482,4.534364261
614,4,0.613667392,-1.201404871,4.173104396,2.48490665,-0.110360969,-0.087762078,-0.080115449,-62.88213615,3.213145547,4.378690629
